path,repo,oracle,scope,data_kinds,blocks,stop_sites,resists,confidence,construction,objects,smells,misses,expert_reading,oracle_notes,resists_why,shard
tools/test/pivot.test.mjs,web-tools,mixed,unit,[],ci,5,False,high,"{""fixture"": ""fresh per test"", ""doubles"": [""fake""], ""verification"": ""state""}","{""a"": ""transform-workbench.js's pvScan/pvTree/pvFlat output run against the hand-built ROWS array of money-formatted strings"", ""b"": ""hand-computed expected sums, dimension picks, and decimal precision, plus the recursive parent==sum(children) partition invariant walked over the returned tree""}","[""hard-coded-data""]","a measure column whose values are all parseable but whose thousands separator is a period instead of a comma (a European-formatted number) would be silently mis-parsed as a much larger or smaller value without being caught, since ROWS only exercises comma-thousands/dot-decimal formatting","A DOM-free unit test for the Pivot view's Alpine component (transform-workbench.js), loaded via a hand-stubbed window/Alpine/localStorage, asserting the measure/dimension column scan, that summed group trees are true partitions, and that unparseable rows are skipped rather than zeroed.","the partition check (every parent's value equals the sum of its children) is consistency, an internal structural invariant walked recursively; the dimension/measure scan and summed totals (2960, 0.3, 0.6) are specified against hand-computed values from the ROWS fixture.",,hub-13
tools/test/playground-pass.mjs,web-tools,specified,integration,[],suite-only,1,False,high,"{""fixture"": ""real files on disk"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""pages/console-playground.html's glom/census/tap/scan runtime behavior in real Chromium (visible, census, templates, style-grow, harvest, tap.walk, veins, join, lasso, recipe, scan.idb)"", ""b"": ""hard-coded expected counts for that fixture page (8 bill rows, 60 virtualized feed records, 5 paginated fetches, 7 hashed card slots, 10 soup rows, etc.)""}","[""hard-coded-data"", ""eager-test""]","if glom.scan.grab() regressed to return every captured row instead of only rows still in the live DOM, the loose bound `grabbed>0 && grabbed<60` would still pass for any value like 59, so an off-by-a-few virtualization bug in scan.grab would go uncaught","A real-Chromium acceptance run of the console-playground fixture, asserting exact fixture-derived counts (8 rows, 60 feed records, 5 pages, 7 slots) for each of glom's census/harvest/veins/join/lasso/scan subsystems in one page.evaluate.",,,hub-14
tools/test/portable-align.test.mjs,web-tools,specified,unit,[],ci,7,False,high,"{""fixture"": ""shared module-level"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""PortableAlign.assess()/marketplaceSubscribed()/enabledHubPlugins()/conventionsWired() outputs over lib/kits/portable-align.js"", ""b"": ""hand-written expected verdicts and booleans per settings/config combination (aligned, partial, unaligned, optout, source, registry)""}","[""hard-coded-data""]","if assess() checked config.conventions === 'optout' AFTER the role checks instead of before, a hub repo (role:'hub') that also carried conventions:'optout' would silently report 'source' instead of 'optout'; no test combines role with optout","A pure-function unit suite for PortableAlign.assess()'s verdict ladder, asserting each settings/config/claudeMd combination lands on the exact intended verdict string.",,,hub-14
tools/test/portable-manifest.test.mjs,web-tools,consistency,contract,"[""existence"", ""set-equality"", ""referential"", ""byte-reproduction""]",ci,7,False,high,"{""fixture"": ""real files on disk"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""docs/portable.csv manifest rows (path/kind/title/role)"", ""b"": ""docs/PORTABLE.md Docs/Scripts tables, the repo filesystem, .claude/skills/*/SKILL.md directory listing, and .claude-plugin/marketplace.json""}","[""general-fixture""]","a manifest row whose path exists on disk and is named in PORTABLE.md, but whose `kind` field says 'doc' for a file that is actually a script, would pass, since `kind` is only checked against a fixed enum, never cross-checked against the file's actual extension or content","A registry-consistency gate proving docs/portable.csv, docs/PORTABLE.md's tables, .claude/skills/ on disk, and .claude-plugin/marketplace.json all name the same set of shipped files, including a byte-for-byte check that the vendored CONVENTIONS.md/SURFACING.md copies match docs/ and a dead-relative-link scan of those same copies.",,,hub-14
tools/test/properties-registry.test.mjs,web-tools,mixed,contract,"[""accepted-values"", ""referential"", ""not-null"", ""unique"", ""schema"", ""existence""]",ci,13,False,high,"{""fixture"": ""real files on disk"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""docs/properties.csv property declarations (registry, property, values, required, mode, deriver) plus docs/registries.csv rows"", ""b"": ""the governed carrier CSVs' actual header/rows on disk (e.g. docs/harness.csv, pages/pages.csv, docs/tools.csv) plus deriveRendersIn(repoRoot) recomputation""}","[""general-fixture"", ""hard-coded-data""]","if a governed carrier gained a new row whose `kind` value is a legitimate domain member but whose OTHER declared property was copy-pasted from a different row (e.g. the wrong `title` attached to a given `path`), every check here (domain membership, required-value presence, ownership uniqueness) passes, since none of them verify cross-property correctness within one row, only column-level presence and domain","The self-governing gate for docs/registries.csv and docs/properties.csv: every governed carrier's actual columns must equal its declared key-plus-properties set exactly, every closed-domain value and required:value field must hold on every row, every computed deriver path must exist, renders_in must match a fresh deriveRendersIn() recomputation, and no target/property pair may be claimed by two registries at once (the ownership gate, including two synthetic identity-normalizer unit cases).","predominantly consistency (docs/properties.csv declarations checked against each governed carrier's actual header/rows, and against deriveRendersIn()'s recomputation), with a few specified/synthetic unit checks (the ownership-gate identity normalizer, the fixed area/kind enums)",,hub-14
tools/test/proposals-view.test.mjs,web-tools,specified,integration,[],ci,13,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake"", ""stub""], ""verification"": ""both""}","{""a"": ""alpineComponents/proposals.js proposals() component behavior (data.items, data.apply(), data.retire(), data.arm())"", ""b"": ""an in-memory fake GH backend (files{} registry+target contents, writes[]/saves[] call logs) driving hand-written expected resolve/diff/delivery outcomes per proposal fixture""}","[""fragile-fixture"", ""general-fixture""]","the line-diff test asserts del/add/ctx rows exist via `.some()` rather than checking their sequential order, so a regression that transposed the position of the added and deleted lines in row order (still producing the same set of {t,line} rows) would not be caught","An Alpine+jsdom integration test of the proposal-review pane against a hand-written fake GitHub backend, proving the resolve-against-live-target gate, the two-tap apply/PR/commit delivery paths, and the failure-vs-success bookkeeping in proposals/applied|attempts/*.json.",,,hub-14
tools/test/quick-find.test.mjs,web-tools,specified,integration,[],ci,20,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake"", ""stub""], ""verification"": ""both""}","{""a"": ""alpineComponents/quick-find.js quickFind() component's lane dispatcher (data.rows for a given data.q)"", ""b"": ""hand-written expected row sets per query string, driven against a fake ACTIVITY/TREES/FILES fixture served through FakeGH""}","[""fragile-fixture"", ""general-fixture""]","ensureTree('me/tools') is called multiple times across tests against a TREES fixture that never changes; if ensureTree began caching a tree forever without ever re-fetching on a real repo update, no test would notice, since TREES is static for the whole file","An Alpine+jsdom integration test driving the sidebar quick-find's multi-lane dispatcher (#-PR lane, @-repo/file walk, pasted-address lane, plain-text lane, +jot lane) against a fake activity/tree/file registry, checking exact row sets, ordering, and dispatched DOM events per query.",,,hub-14
tools/test/read-aloud-deck.test.mjs,web-tools,mixed,unit,[],ci,8,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""stub"", ""fake""], ""verification"": ""both""}","{""a"": ""readAloud.deckAction()'s voice<->deck echo loop over lib/kits/read-aloud.js"", ""b"": ""hand-written expected spoken/move sequences against a stub speechSynthesis and a fake deck, plus lib/kits/swipe-deck.js source text for the aria-label contract""}","[""hard-coded-data""]","the swipe-guard test only checks `spoken.length >= items.length`, so if the echo guard broke and a swipe re-triggered a duplicate speak() call for the SAME slide index (rather than one call per new card), the extra utterance would not be flagged as long as the total is at least items.length","A stub-synth, fake-deck unit test of read-aloud.js's deckAction(), pinning the mutual echo-guard between the voice advancing the deck and a swipe re-pointing the voice, plus a cross-kit contract that swipe-deck.js still sets aria-label from action.title so button() can find its control.",mostly specified (hand-written expected utterance/move sequences against a stub synth and a fake deck); one test is a cross-file contract check (regex match against swipe-deck.js source for the aria-label convention button() depends on),,hub-14
tools/test/read-aloud.test.mjs,web-tools,mixed,unit,[],ci,13,False,high,"{""fixture"": ""shared module-level"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""readAloud.speechText()/readAloud.chunks() output over lib/kits/read-aloud.js"", ""b"": ""hand-written expected reduced-text strings per markdown case, and (for chunking) the original text itself as a round-trip identity""}","[""hard-coded-data""]","the code-span basename/role rule is exercised only on the two hardcoded role names ('index.html', 'SKILL.md'); a new role-like basename such as `README.md` inside a nested folder would just read as 'README.md' with no folder context, and no test would catch a regression that failed to recognize it as a role name","A pure-function unit suite for the markdown-to-speech text reduction and its sentence/word-preserving chunker, pinning URL/code-span/table/marker stripping rules by literal expected strings and holding the chunker to a no-word-lost round-trip property.",mostly specified hand-written expected strings for speechText(); the two chunking tests use a consistency/round-trip invariant instead (chunks joined and whitespace-normalized must equal the normalized input),,hub-14
tools/test/reading-column.test.mjs,web-tools,mixed,integration,"[""existence""]",ci,14,False,high,"{""fixture"": ""subprocess"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": "".claude/skills/hooks/reading-column.py's classifier output and reading-column-guard.sh's stdin JSON deny decision"", ""b"": ""hand-written expected match/no-match patterns per synthetic HTML fixture, plus an expectation of zero violations across the live lib/pages/app trees, plus skills/daisy-alpine/SKILL.md's rule-3 prose""}","[""hard-coded-data""]","the regex-based class scan is never exercised against a responsive-modifier form like `md:max-w-3xl`; whether such a variant is correctly caught or silently missed is untested, so a change that broke modifier-prefixed detection would pass every existing case","A subprocess-driven test of reading-column.py's class-attribute-anchored scanner and its pre-write guard hook, distinguishing real reading-column violations from same-named prose/comments and component sizing, plus a live sweep asserting zero violations in lib/pages/app and a consistency check that SKILL.md's rule 3 names exactly the scanner's COLUMN_SIZES.","mostly specified (hand-crafted HTML fixtures run through the real python3 scanner and bash guard via subprocess, with known expected findings), plus one whole-repo data-quality sweep (lib/pages/app must show zero live violations) and one cross-file consistency check (SKILL.md rule-3 prose vs the scanner's COLUMN_SIZES constant)",,hub-14
tools/test/record-deck.test.mjs,web-tools,specified,unit,[],ci,8,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake""], ""verification"": ""both""}","{""a"": ""recordDeck.open()/fromGrid()/deriveColumns() output over lib/kits/record-deck.js (built on swipe-deck.js)"", ""b"": ""hand-written expected headline/field-count/order values per fixture row set, including a fake Tabulator-like grid for fromGrid()""}","[""hard-coded-data""]","deriveColumns' numeric-detection is exercised only against clean numeric or clean text columns; a mixed alphanumeric code column like a zero-padded 'EA' object-class string is never tried, so a regression that flagged such a column as numeric (making it lose the headline-candidate contest incorrectly) would go uncaught","A jsdom unit test of record-deck.js's per-record slide builder atop swipe-deck.js, pinning the ragged-row field union, the empty-field-counted-not-dropped rule, the varying-column headline heuristic, and fromGrid()'s use of the grid's active/filtered rows rather than its full dataset.",,,hub-14
tools/test/ref-picker.test.mjs,web-tools,specified,integration,[],ci,9,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake"", ""stub""], ""verification"": ""both""}","{""a"": ""alpineComponents/ref-picker.js refPicker() component state (p.matches/p.label/p.dated/p.error) mounted against a stubbed host scope"", ""b"": ""hand-written expected picks/labels/scan-call-counts driven against FakeGH.branchesDated()/branches() fixture branch lists""}","[""fragile-fixture"", ""general-fixture""]","p.load()'s scan-once cache is gated on `loadedFor` tracking only `repo`; if the host's `defaultRef` changed while `repo` stayed the same, a stale offDefault/label computed from the old defaultRef could linger, since no test changes defaultRef after the first load without also changing repo","An Alpine+jsdom integration test of ref-picker.js against a fake GH class, pinning the live-scope re-read on every access, the once-per-repo scan cache, the GraphQL-to-REST degrade path, and the empty-string convention for picking the default branch.",,,hub-14
tools/test/ref-switch.test.mjs,web-tools,specified,integration,[],ci,10,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""stub"", ""spy""], ""verification"": ""both""}","{""a"": ""alpineComponents/ref-switch.js refSwitch() component (rideUrl(), newestBranch(), data.go()/goTyped()/goNewest()) over lib/alpineComponents/ref-switch.js"", ""b"": ""hand-written expected URL strings and branch classifications against a stubbed GH.branchesForPath() BRANCHES fixture and a URLSearchParams.prototype.get shim""}","[""fragile-fixture"", ""general-fixture""]","rideUrl() is only ever exercised with a plain `query` string or no query at all; a caller passing both a `query` and a trailing `#frag` together (a combination the address grammar allows) is never tried, so a regression that dropped the fragment when a query was also present would not be caught","An Alpine+jsdom integration test of the header ref-switch, pinning the dual ref address (?use= plus #gh=) that keeps a tossed branch's own lib chain from rendering inside the deployed shell, the newest-non-default-branch pick, the ?use= riding read (real and toss-shimmed), and the token-free REST degrade path.",,,hub-14
tools/test/render-copy.mjs,web-tools,mixed,e2e,[],suite-only,1,False,high,"{""fixture"": ""real files on disk"", ""doubles"": [""fake"", ""stub""], ""verification"": ""both""}","{""a"": ""kits/export.js renderCopy()'s output re-rendered offline in a fresh Chromium context with every mehrlander CDN/API host blocked"", ""b"": ""the same page's live in-sandbox rendering (module count, DOM text length, read()-back sentinel, error list) plus a hand-written SENTINEL data value and REPO_HOST host-block predicate""}","[""hard-coded-data"", ""eager-test""]","the only three fixture pages (shorter.html, compression.html, word-select.html) are checked; a page elsewhere in the corpus that references a repo-relative asset through a code path none of the three exercise (e.g. an image fetched via a different loader idiom) could remain unbaked by renderCopy without any of these checks ever requesting it","A two-pass, real-Chromium proof that kits/export.js's renderCopy() output renders identically with every mehrlander-owned network host blocked, across three boot idioms and two toss modes (#gh= and #gz=), by diffing live-page state against the copy's offline state and asserting no gated (non-CDN) request was ever attempted.","a consistency oracle (pass 2's offline render must reproduce pass 1's live module count, DOM text, and error list) combined with specified checks (an exact SENTINEL value must read back unchanged, a fixed REPO_HOST allowlist must never be reached) and a couple of shape-only smoke checks (state.text > 200 chars)",,hub-14
tools/test/repo-activity-cache.test.mjs,web-tools,specified,unit,[],ci,19,False,high,"{""fixture"": ""fresh per test"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""RepoActivityCache.mergeRepo()/buildCache()/hashEntry()/changedRepos()/cacheChanged() outputs over lib/kits/repo-activity-cache.js"", ""b"": ""hand-written expected merge results and hash equality/inequality per scenario (scan/counts/checks combinations, in/out-of-scope membership, quick vs deep crawl passes)""}","[""hard-coded-data""]","hashEntry's materiality projection is never tested with a check's `error` field set to a non-null value; if a check that started failing (error populated) were NOT included in the hash projection, a repo whose check newly started erroring would hash identically to before and the UI card would silently show stale, still-passing state","A pure-function unit suite for the activity cache's merge/hash logic, pinning the timestamp-blind material hash, the commit union-dedupe-cap, the scan-carries-forward-on-summary-pass rule, the scope-aware prune-vs-keep-unreachable-repo distinction, and the empty-scan-clears-vs-omitted-scan-keeps trap that once wiped three repos' stored verdicts in production.",,,hub-14
tools/test/repo-address.test.mjs,web-tools,mixed,contract,[],ci,17,False,high,"{""fixture"": ""shared module-level"", ""doubles"": [""fake""], ""verification"": ""state""}","{""a"": ""RepoAddress.parse/parseBox/fmt/ref/fromPaste output for hand-written address strings (and the same CASES array run through ShorterPayload.parseSpec/DataPayload.parseSpec/StageLink.parseItem)"", ""b"": ""hand-written expected {repo,ref,path,dir,query} literals, plus the gh.load('kits/repo-address.js') offset found in dist/web-tools.js and app/index.html""}","[""hard-coded-data""]","RA.parse splits the path on the first ':' after the repo; no test puts an '@' inside the path segment itself (e.g. 'me/proj:notes@2026.md'), so a regression that started treating a post-colon '@' as introducing a ref would misparse the path silently.","Unit-and-contract suite for RepoAddress's owner/repo[@ref]:path grammar that also pins a cross-module contract: ShorterPayload.parseSpec, DataPayload.parseSpec and StageLink.parseItem must delegate to RepoAddress.parse rather than keep independent copies, and dist/web-tools.js plus three shipped pages must gh.load repo-address.js before anything that calls it.","most tests assert hand-written literals for RA.parse/parseBox/fmt/ref/fromPaste; one test asserts a cross-module consistency (ShorterPayload.parseSpec, DataPayload.parseSpec, StageLink.parseItem must return RA.parse's own answer on the same CASES); two tests grep dist/web-tools.js and page sources for a load-order string.",,hub-15
tools/test/repo-checks.test.mjs,web-tools,mixed,unit,"[""freshness"", ""existence"", ""schema""]",ci,27,False,high,"{""fixture"": ""fresh per test"", ""doubles"": [""stub""], ""verification"": ""state""}","{""a"": ""RepoChecks.evaluate/probe/verdict output for a declared check object against a stubbed reader() (text/tree/lastCommitDate)"", ""b"": ""hand-written expected {ok, detail, fact} literals""}","[""general-fixture"", ""hard-coded-data""]","content-date extracts the date from the FIRST regex capture group; a regression that read match[0] (the whole match, including the literal '## Run ' prefix) instead of match[1] would break Date parsing on every check, and no test exercises that off-by-one directly (only correct-group behavior is asserted).","Exercises the six RepoChecks kinds (content-date, file-age, newer-than, absent, dir-count, tracker over board.csv) and the probe/verdict split against a stubbed repo reader, asserting literal ok/detail/fact values plus the invariant that a cached fact reproduces evaluate()'s own verdict at the same clock and ages correctly at a later one.","most cases assert hand-written ok/detail/fact literals against a stubbed reader; a few assert a consistency property, that probe() then verdict() reproduces the same result as evaluate() and stays byte-identical across a moved clock.",,hub-15
tools/test/repo-config-cache.test.mjs,web-tools,specified,unit,[],ci,11,False,high,"{""fixture"": ""fresh per test"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""RepoConfigCache.hashConfig/mergeRepo/buildCache/cacheChanged output for hand-built config maps (e.g. {'o/a':{config:{v:1}}})"", ""b"": ""hand-written expected {repos, history, hash, align} literals""}","[""hard-coded-data""]","mergeRepo's history cap is only tested with an explicit cap argument passed on every call (25 merges with cap=20); no test omits the cap to exercise the function's own default, so a regression that changed the default HISTORY_CAP to 0 would pass every assertion here.","Unit tests RepoConfigCache.hashConfig/mergeRepo/buildCache/cacheChanged as pure aggregate builders over hand-built config maps, covering history capping, a narrow crawl carrying forward a repo it never visited (the 18-repo-to-1 regression), and an alignment grade riding the cache without writing a config-history entry.",,,hub-15
tools/test/repo-mailbox.test.mjs,web-tools,specified,unit,[],ci,10,False,high,"{""fixture"": ""fresh per test"", ""doubles"": [""stub""], ""verification"": ""both""}","{""a"": ""RepoMailbox.pending/validate/fulfill/isAsk/validateAsk/closeAsk output for a stub GH class (tree/branches/get)"", ""b"": ""hand-written expected {ok, data, error} literals, including per-file isolation of a thrown 404 inside fulfill's fetch batch""}","[""hard-coded-data""]","pending() matches request and result filenames by exact string equality; no test pairs filenames differing only in case or a trailing slash, so a regression to case-insensitive or normalized matching would go uncaught.","Unit tests RepoMailbox's read-only request/response channel against a stub GH (tree/branches/get), covering per-file fetch-error isolation in a fetch batch and the ask kind's must-be-recognized-before-fulfillment guard (a malformed ask must still short-circuit fulfill rather than be answered).",,,hub-15
tools/test/repo-proposals.test.mjs,web-tools,specified,unit,[],ci,57,False,high,"{""fixture"": ""fresh per test"", ""doubles"": [""stub""], ""verification"": ""both""}","{""a"": ""RepoProposals.validate/applyField/unsetField/resolve/apply/checks output (and the stubGH REST / stubGraphQL call log) for a given proposal record against fabricated repo state"", ""b"": ""hand-written expected {ok, forced, stale, done, branch, commit, error} literals and expected call-log entries (createRef/createPull/saveRaw/graphql arguments)""}","[""general-fixture"", ""hard-coded-data""]","the delete-issue staleness guard compares expectComments to the live count and only a test where the live count is HIGHER than expected exists; no test exercises the live comment count coming in LOWER (comments removed), so a regression that only flagged increases as stale would slip through.","Large unit suite for RepoProposals' pure halves (validate, applyField, unsetField, branchFor, summaryOf/detailOf, prBody) and its resolve/apply write path against a stub REST GH and a stub GraphQL GH, holding the fail-closed guarantee that an invalid, already-applied, or stale-per-expectSha/expectComments record never reaches saveRaw/createPull/deleteIssue, across three delivery modes (commit/branch/pr) and the delete-issue mutation kind.",a subset of tests verify behavior via the stubGH/stubGraphQL call log (e.g. asserting zero calls reached the network) alongside the returned result object.,,hub-15
tools/test/repo-sessions-cache.test.mjs,web-tools,mixed,unit,[],ci,88,False,high,"{""fixture"": ""fresh per test"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""RepoSessionsCache.summarize/buildCache/stalePaths/closingState/closingStates/injectionAcross/pointerOf output for fabricated session-record fixtures (record()/withStartup())"", ""b"": ""hand-written expected rows/attention/state/document literals (e.g. ['cccccccc','bbbbbbbb','aaaaaaaa'] order, {sessions:2,cut:1,measuredCut:2})""}","[""hard-coded-data"", ""general-fixture""]","stalePaths' scope rule ('an unread record keeps its row') is only exercised with a partial crawl listing that still names most paths; no test passes an EMPTY listing to a populated cache, so a regression that read an empty listing as 'prune everything' rather than 'nothing was crawled' would not be caught.","The largest unit suite in the shard: exercises RepoSessionsCache's pure fold/aggregate pipeline (summarize, buildCache, stalePaths, docAttention/skillAttention/guideFilesOf, the title join against a captured CSV export, closingState/closingStates' parse of reply prose into a state vocabulary, and schema-6/7 startup/injection tracking) against fabricated session-record fixtures, holding invariants such as 'an unread record survives the fold' and 'no document can be counted in more sessions than were scanned'.","most tests assert hand-written expected rows/attention/state/document literals against fabricated session records; several assert internal consistency invariants instead (closingState's tip must equal closingStates' own last entry; injectionAcross's per-document session count must never exceed total sessions scanned; a carried, unread record's row must survive the fold unchanged).",,hub-15
tools/test/review-target.test.mjs,web-tools,specified,unit,[],ci,7,False,high,"{""fixture"": ""none"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""ReviewTarget.parse/mint output for hand-written address strings (bare specs, #gh= fragments, pasted GitHub compare/blob/tree/pull URLs)"", ""b"": ""hand-written expected {kind, repo, ref, path, base, number} literals""}","[""hard-coded-data""]","the mint/parse round-trip test only checks that a space and a '+' in the path survive encoding; no case exercises a '#' or '&' literal inside a path or ref value, so a regression that stopped encoding those characters before packing them into the fragment would break the round-trip silently.","Unit tests kits/review-target.js's address grammar: parse of bare owner/repo[@ref]:path specs, #gh=/?gh= fragment-and-query pairs, five shapes of pasted github.com URLs (compare, blob, tree, pull, bare repo), a page's own review.html URL recursing on its embedded fragment, and mint()'s round-trip back through parse() with per-segment URI encoding.",,,hub-15
tools/test/routes-manifest.test.mjs,web-tools,mixed,contract,"[""set-equality"", ""reconciliation"", ""existence"", ""schema""]",ci,17,False,high,"{""fixture"": ""real files on disk"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""docs/routes-routes.csv rows (parsed by this file's own independent CSV reader)"", ""b"": ""TOSS_ROUTES object literal extracted by regex from pages/toss-render.html""}","[""none""]","If a route's `path` were edited identically (and wrongly, e.g. to a deleted file) in both docs/routes-routes.csv and the TOSS_ROUTES literal, the deepEqual agreement test would still pass; the existence check only runs `if (r.repo === manifest.hub)`, so a bad path recorded for any other repo is never checked against disk.","A registry-vs-code-literal reconciliation suite: re-derives four CSV-backed registries and asserts they byte-match their inlined copies in toss-render.html, fab.js and viewer.js, backstopped by disk-existence checks and a word-count ceiling gating docs/showing.md from growing a second copy of the table.","Mostly consistency between four CSV registries (routes-modes/routes/kinds, showing-mechanisms) and their inlined JS-literal copies (TOSS_ROUTES in toss-render.html, _TOSS_MODES in fab.js, KIND_VIEW in viewer.js, per-kit KIND blocks); also existence checks against disk and a hand-set 1500-word ceiling on docs/showing.md.",,hub-16
tools/test/row-menu.test.mjs,web-tools,mixed,unit,[],ci,9,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""stub""], ""verification"": ""both""}","{""a"": ""kits/row-menu.js's RM.attach/RM.tsv output, driven through a stubbed Tabulator (on/getColumns/getRows only)"", ""b"": ""hand-written expected menu-item labels and TSV strings per scenario""}","[""none""]","place()'s viewport clamp is real-browser layout math (jsdom computes no rects) and is explicitly not exercised here, so a bug that mispositions the menu off the visible edge on an actual device would not be caught.","A stub-driven unit test for kits/row-menu.js: drives a hand-rolled Tabulator stand-in (only on/getColumns/getRows) through row taps, dismissal paths and copy actions, asserting exact menu-item labels, TSV output and io.copy payloads, plus a closing check that the kit never calls a fourth Tabulator method.","Hand-written expected values (menu labels, TSV strings) dominate; the closing test is a consistency check comparing the set of Tabulator methods actually invoked against the three the kit declares it uses.",,hub-16
tools/test/search-view.test.mjs,web-tools,specified,integration,[],ci,25,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""stub""], ""verification"": ""both""}","{""a"": ""searchView() Alpine component state (data.hits, data.scope, data.open, deck wiring) after data.run()/openHit()"", ""b"": ""hand-authored ANSWER/LEVEL fixture responses returned by the stubbed EstateSearch and GH classes""}","[""none""]","The scope string built for `contents` mode is only asserted for repo-only ('repo:me/home'), account-only ('user:me'), and account+path ('user:me path:lib/kits') cases; a regression that dropped the repo qualifier specifically when BOTH a chosen repo and a folder path are set together (a combination never exercised) would not be caught.","An integration test that boots real Alpine plus kits/repo-address.js, viewer.js, ref-picker.js and path-picker.js around alpineComponents/search-view.js, stubbing only EstateSearch and GH, and asserts the view's derived state and deck wiring against hand-built fixture responses across the names/contents/sessions modes and the folder-walk fallback.",,,hub-16
tools/test/session-branch-address.test.mjs,web-tools,specified,integration,[],ci,9,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake""], ""verification"": ""state""}","{""a"": ""sessionBrief({branch}) component's resolved d.record/d.path/d.err after mount"", ""b"": ""a hand-authored RECORDS map of five session JSON blobs standing in for the private sessions store's git tree""}","[""none""]","resolveBranch's day-by-day walk compares `started` timestamps that are all well-formed same-timezone 'Z' strings in the fixture; a bug that picked the lexicographically-latest rather than chronologically-latest session on a day would not be caught unless two records' string and chronological orderings disagree, which no RECORDS entry here does.","A component test of the `#branch=` resolution path in alpineComponents/session-brief.js: drives a FakeGH tree/blob fake seeded with five hand-authored session records and asserts which record `resolveBranch` picks for a given branch string, across same-day ties, cross-repo matches, older-day fallback cost, and every clipboard shape (`origin/`, `refs/heads/`, a branch.html URL, a caption line) that `branchOf` must reduce to a bare name.",,,hub-16
tools/test/session-brief.test.mjs,web-tools,mixed,integration,[],ci,26,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake"", ""stub"", ""spy""], ""verification"": ""both""}","{""a"": ""sessionBrief({...}) component output (d.strip, d.record, d.closingRaw, rendered DOM) across lent/cold/unread mounts"", ""b"": ""a hand-authored `record` object plus the row-lent `facts` object, and an ordered call log (`log[]`) asserting fetch order/memoization""}","[""none""]","'a resolver that throws costs its link and nothing else' only fixtures a record with a single file; a regression where a thrown fileHref on the SECOND of several files dropped that row entirely (rather than merely leaving its href empty) would not be caught, since every throw-path fixture here has at most one file.","A broad component test for alpineComponents/session-brief.js covering three lifecycle states (row-lent slide, cold single-id mount, unreadable record) against a FakeGH tree/blob fake with call-order logging proving read-once memoization across concurrent mounts, plus several tests that assert on the component's source markup and CSS classes directly because jsdom cannot render the height-clamp/line-clamp behavior being guarded.","Hand-written expected state (strip values, record fields) against a FakeGH fake and stubbed collaborators (sessionRender, chatRender, swipeDeck) is the bulk; several later tests instead regex-match the component's SOURCE TEXT (class lists, markup shape) rather than jsdom-rendered layout, since jsdom computes no CSS box model for the clamp/tooltip behavior being pinned.",,hub-16
tools/test/session-dispatch.test.mjs,web-tools,specified,integration,[],ci,11,False,high,"{""fixture"": ""subprocess"", ""doubles"": [""none""], ""verification"": ""behavior""}","{""a"": "".claude/skills/hooks/session-dispatch.sh's captured stdout when run (via execFileSync) over a synthetic multi-checkout temp-directory tree"", ""b"": ""hand-written expected substrings per scenario (e.g. 'alpha spoke' present, 'COMMIT HOOK RAN' absent, the '[repoA] ... declares SessionStart' audit line)""}","[""none""]","Every fixture places session-*.sh scripts directly under `<checkout>/.claude/hooks/`; a script one level deeper (e.g. `.claude/hooks/extra/session-x.sh`) is never fixtured, so a glob that silently stopped matching below one directory of nesting would not be caught.","A subprocess integration test for the SessionStart dispatcher script: builds synthetic multi-checkout workspaces under mkdtemp and asserts on the dispatcher's real stdout for discovery (filename glob, sibling/root scanning, de-duplication), isolation (a failing or hung script must not block siblings or fail the session, bounded by WEB_TOOLS_SESSION_BUDGET), correct per-checkout cwd/env, and an audit for repos that still declare SessionStart in settings.json.",,,hub-16
